ID,updated_score
0.0,0.2781695161763332
1.0,0.6209255759734718
2.0,0.6041105397063857
3.0,0.7347604712342576
4.0,0.47293696991314876
5.0,0.19966788302539457
6.0,0.5198926380493972
7.0,0.8369443831022686
8.0,0.04984500599737444
9.0,0.28185941249578395
10.0,0.05434804601519497
11.0,0.54072734219109
12.0,0.6690943212118794
13.0,0.5909578712094222
14.0,0.23207885650463672
15.0,0.3958540373764068
16.0,0.374061038838428
17.0,0.544113615038264
18.0,0.04876033242323177
19.0,0.4802278326083951
20.0,0.2969344094459419
21.0,0.30982214300405075
22.0,0.42928946336666246
23.0,0.16634691952099454
24.0,0.4702664831995987
25.0,0.5428456231441123
26.0,0.12103613047751549
27.0,0.544677982529354
28.0,0.4344183029446959
29.0,0.5476076921935452
30.0,0.24587079717267046
31.0,0.6644286933300816
32.0,0.4665915536943496
33.0,0.4028338601423218
34.0,0.23575787516262336
35.0,0.9222171288050346
36.0,0.4444699266368914
37.0,0.04959439064942042
38.0,0.5749548141390592
39.0,0.28990393744598647
40.0,0.3886412350136121
41.0,0.7766663682177805
42.0,0.240409564956837
44.0,0.5404159206767947
45.0,0.1960921037673259
46.0,0.5148781451846107
47.0,0.31833182999651716
48.0,0.5359036877780416
49.0,0.2400620366726093
50.0,0.42759398937416737
51.0,0.2185383223714183
52.0,0.2763107107857699
53.0,0.5044739775724002
54.0,0.277753864594005
55.0,0.13798204838924427
56.0,0.468119765418834
57.0,0.6592801122889567
58.0,0.5844130846894526
59.0,0.09166521919920412
60.0,0.6535317643790604
61.0,0.6196409500634102
62.0,0.4676650227999286
63.0,0.27270907180160725
64.0,0.25405351949226357
65.0,0.5045898834946619
66.0,0.23226304671486803
67.0,0.2434232561393144
68.0,0.12498013257568577
69.0,0.1597556438446853
70.0,0.1636944958753137
71.0,0.5726573022869802
72.0,0.5111385957178461
73.0,0.48243440578587116
74.0,0.5063745303364231
75.0,0.06250531654536923
76.0,0.05427519278193608
77.0,0.47082519242660725
78.0,0.6569138237489418
79.0,0.5096692138544144
80.0,0.5929232455237984
81.0,0.5470692274651261
82.0,0.1677693592302495
83.0,0.7611926614078105
84.0,0.675342401666994
86.0,0.10116977443413867
87.0,0.3171831630939062
88.0,0.08783936369524731
89.0,0.29236652305168503
90.0,0.6206689101941465
92.0,0.4535141444931577
93.0,0.08867639311601488
94.0,0.24377399399352145
95.0,0.5803706239245418
96.0,0.35132009668459663
97.0,0.5361288597589292
98.0,0.06033598085139094
99.0,0.4332576810663228
100.0,0.4196054322322615
101.0,0.2733219101285865
102.0,0.4069971935339081
103.0,0.40496250130110667
104.0,0.5046265100022984
105.0,0.12663684306160888
106.0,0.42885051156324666
107.0,0.16561554832001218
108.0,0.5478082758074915
109.0,0.20757200699198639
110.0,0.33051450695045925
111.0,0.2404877480216519
112.0,0.16251338676294147
113.0,0.39616495835579624
114.0,0.3644478652823279
115.0,0.5133366750748652
116.0,0.5006300884782915
117.0,0.08850377062835471
118.0,0.914025193541428
119.0,0.5821544757672438
120.0,0.3284061544497912
121.0,0.2460424145093635
122.0,0.2788574396766265
123.0,0.23955860018578895
124.0,0.16416438124097155
125.0,0.38584136436631244
126.0,0.3281667236766427
127.0,0.5897748732058643
128.0,0.8362491073899232
129.0,0.4645408409830316
130.0,0.6175699182108659
131.0,0.2527687560001049
133.0,0.3561185252421863
134.0,0.31367059075840675
135.0,0.5186212618551069
136.0,0.21731166234622562
137.0,0.40176913867832376
138.0,0.3652030950279305
139.0,0.1420309772944739
142.0,0.31955917956742874
143.0,0.13378015592311887
144.0,0.23889298881318413
145.0,0.3841998326725842
146.0,0.1256204342430753
147.0,0.43412117676090495
148.0,0.4468201045739042
149.0,0.8754428706764165
150.0,0.5760987380591713
151.0,0.3475958253565124
152.0,0.4625163616877457
153.0,0.46988112283421984
154.0,0.6199319956649012
155.0,0.5545942768016394
156.0,0.5750018241664469
158.0,0.19480235332534526
159.0,0.2200225308367024
160.0,0.24249113092221156
161.0,0.6590867666596657
162.0,0.39630954347486547
163.0,0.09358978555056877
164.0,0.8470656547405787
165.0,0.35116735108363717
166.0,0.49895742835578466
167.0,0.4691380753086949
168.0,0.6506427459483466
169.0,0.6184359416823936
170.0,0.35299125262627096
171.0,0.6106115412035239
172.0,0.11976750634135205
173.0,0.4323564545359112
174.0,0.5203387023794105
175.0,0.3519289859551514
176.0,0.5821464893759926
177.0,0.2540464777154025
178.0,0.4451414033650383
179.0,0.29333850560457775
180.0,0.32381426673808794
182.0,0.723181779399493
183.0,0.12815919464285475
184.0,0.20886058015607542
185.0,0.3269917443069716
186.0,0.5858728035777777
187.0,0.280305718020882
189.0,0.25869823305970063
191.0,0.4271486421654235
192.0,0.49357002885044493
193.0,0.0947121518296992
194.0,0.3033316789094426
195.0,0.23908622468366014
197.0,0.20177023084163948
198.0,0.6705353860373586
199.0,0.42735029993780216
200.0,0.4783274001871607
201.0,0.5992194115491095
202.0,0.4799361343230082
203.0,0.126878139724664
204.0,0.379199847431815
205.0,0.5076782102769427
206.0,0.7860665039210128
207.0,0.6574674189094971
208.0,0.5678636245681219
209.0,0.3919302526150614
210.0,0.5345529214873471
212.0,0.1340454350856959
213.0,0.05510965964676629
214.0,0.08803856826744254
215.0,0.30172710462470465
216.0,0.39507814404747243
217.0,0.6537251271498665
218.0,0.5441435067547117
219.0,0.6686017633121213
220.0,0.5047580319869577
221.0,0.5376143096672775
222.0,0.4688494274893718
223.0,0.5821903879963656
226.0,0.5004395757593691
227.0,0.12763920139933604
228.0,0.06538713909859321
229.0,0.24746900903953767
230.0,0.6648583257368238
232.0,0.6214658711274036
233.0,0.0857250863455318
234.0,0.3873382357064336
235.0,0.2403281504530878
236.0,0.6148247621051106
237.0,0.32651791475940173
238.0,0.6570161012638491
239.0,0.6584672093046012
240.0,0.5091650476403072
241.0,0.6477987745226531
242.0,0.5861360908684248
243.0,0.3940470757854742
244.0,0.4694501416412897
245.0,0.20243656079699168
246.0,0.3908034620448094
247.0,0.3923400244422707
248.0,0.54834315937101
249.0,0.20323961617095662
250.0,0.4665469697352932
251.0,0.25009897078732096
252.0,0.1596950337621629
253.0,0.4657140449966659
254.0,0.7006437475933232
255.0,0.8846992702935472
256.0,0.49771581055450964
257.0,0.5801165366368073
258.0,0.5243877384423815
259.0,0.43137876409084014
260.0,0.16567859474876967
262.0,0.5569318255795527
263.0,0.6639477286261093
264.0,0.29056301057240186
265.0,0.27420607012669784
266.0,0.18263144160337033
267.0,0.46231228125582857
268.0,0.23233582632998698
270.0,0.20187047323605503
271.0,0.6537876616198621
272.0,0.3227143142815957
273.0,0.20132321978339388
274.0,0.16572999419154547
275.0,0.6571169906769944
276.0,0.5973151613258796
277.0,0.19092406625683658
279.0,0.5311667965377117
280.0,0.6715041261212631
282.0,0.20073188769966221
283.0,0.31915509371838136
284.0,0.305483042354765
285.0,0.3574520615312898
286.0,0.829146027897847
287.0,0.23857331402235632
288.0,0.6370056310469404
289.0,0.6720860685618688
290.0,0.2615148897011276
