ID,updated_score
0.0,0.24812811699293338
1.0,0.5609950358367112
2.0,0.5497997616294222
3.0,0.8055415159943944
4.0,0.4111253617510025
5.0,0.1727048430931425
6.0,0.4887395985485595
7.0,0.8886657102732942
8.0,0.05375427034238937
9.0,0.24967757314805575
10.0,0.06002031440141901
11.0,0.6329558191181537
12.0,0.6227499944439319
13.0,0.551447007521455
14.0,0.2093416430906305
15.0,0.34671757381073054
16.0,0.3568632959202651
17.0,0.49278952312296764
18.0,0.05221866592157151
19.0,0.45224847765782733
20.0,0.28821824087689074
21.0,0.27627459062598486
22.0,0.39461170251210137
23.0,0.1584433461794682
24.0,0.42903706259124524
25.0,0.4869941241554088
26.0,0.10971860717384667
27.0,0.4990243288330008
28.0,0.3899559490364477
29.0,0.5030876062081249
30.0,0.21572527391311247
31.0,0.5856568805900503
32.0,0.41563311423231136
33.0,0.38195061735566255
34.0,0.21192671588959086
35.0,0.9381391461941153
36.0,0.4186517451548021
37.0,0.052117240592838066
38.0,0.6487480059863433
39.0,0.28225880127819686
40.0,0.34877863760530775
41.0,0.8197543578205316
42.0,0.2131945171984361
44.0,0.47841413720361614
45.0,0.17544524203166742
46.0,0.48298670423724716
47.0,0.2765329145442024
48.0,0.4824421356584549
49.0,0.22616143378675269
50.0,0.38426149260084097
51.0,0.21913140342208526
52.0,0.24709129348344638
53.0,0.45359579780152953
54.0,0.25855532231657063
55.0,0.1469819330527118
56.0,0.4152549558182111
57.0,0.5943848787986913
58.0,0.534300465019876
59.0,0.08271124669170989
60.0,0.5889445696013474
61.0,0.5646209246252165
62.0,0.42004665910346006
63.0,0.24616011240828606
64.0,0.2459670857411599
65.0,0.4606500888867224
66.0,0.20704030620331948
67.0,0.21072918119527786
68.0,0.10616878115225804
69.0,0.14382750099462274
70.0,0.140101065017079
71.0,0.5135462253819613
72.0,0.4554300157248339
73.0,0.45403922153917814
74.0,0.4472064100432829
75.0,0.0768168550825688
76.0,0.0493676902954249
77.0,0.42317091797350487
78.0,0.5856771970555137
79.0,0.4677646103798914
80.0,0.5555006163691334
81.0,0.5010874472858294
82.0,0.13906593529927036
83.0,0.8194404161662042
84.0,0.6289332207397831
86.0,0.10935213266446506
87.0,0.2921959392635279
88.0,0.0878687721062932
89.0,0.2818534950506031
90.0,0.5634570361611403
